soil_moisture,current_temperature,current_humidity,minutes_since_last_watering,water_requirement_level,root_depth_cm,drought_tolerance,soil_type_encoded,soil_compaction,slope_degrees,hour_of_day,day_of_year,season,should_water,duration_minutes,intensity_percent,crop_name,soil_type
5.2,21.9,53.3,401,4,180,2,3,81.7,0.3,15,41,4,1,90,20,watermelon,clay
71.6,24.3,64.4,651,4,180,2,1,28.8,2.9,22,169,1,0,0,0,watermelon,sandy
0.0,17.0,60.7,2763,4,150,2,2,47.1,1.1,16,10,4,1,90,38,melon,loam
36.3,35.8,43.6,366,2,250,5,3,33.5,0.8,7,202,2,0,0,0,olive,clay
70.7,14.0,67.0,1291,3,30,3,2,65.6,1.9,7,50,4,0,0,0,onion,loam
23.9,5.0,76.5,2721,2,250,5,2,39.1,2.9,0,85,1,1,5,52,olive,loam
0.0,39.1,53.2,1014,4,60,2,3,71.7,4.2,13,254,2,1,90,20,zucchini,clay
19.3,9.1,71.1,859,5,40,1,3,39.5,1.1,16,43,4,1,90,27,mint,clay
0.0,30.6,56.0,666,4,150,2,2,49.6,1.5,11,244,2,1,90,38,melon,loam
26.5,5.6,79.5,1295,2,120,4,1,75.9,1.9,20,1,4,1,7,44,barley,sandy
100.0,26.9,53.0,316,2,100,4,1,31.8,1.8,10,330,3,0,0,0,chickpea,sandy
20.4,10.2,68.6,1100,2,250,5,2,80.5,0.7,5,18,4,1,9,36,olive,loam
0.0,20.2,65.9,2296,2,250,5,2,45.5,0.7,15,70,4,1,25,38,olive,loam
0.0,28.0,54.5,719,4,75,2,2,57.5,1.5,15,136,1,1,89,38,eggplant,loam
0.0,18.5,62.6,1282,3,80,3,2,36.0,4.4,17,27,4,1,64,38,fava_bean,loam
33.7,13.8,70.5,2503,3,40,3,1,43.7,7.5,16,6,4,1,6,51,carrot,sandy
37.6,18.8,63.4,1045,3,80,3,3,77.1,4.8,7,115,1,1,21,35,fava_bean,clay
38.4,28.7,47.5,330,4,25,1,2,42.5,7.5,6,206,2,1,24,56,lettuce,loam
62.9,14.4,71.7,581,4,60,2,2,53.4,1.7,0,128,1,0,0,0,tomato,loam
0.0,32.3,49.4,1491,4,300,3,2,61.4,4.5,8,171,1,1,78,38,date_palm,loam
0.0,25.3,48.4,769,3,30,3,2,62.7,1.0,17,92,1,1,64,38,garlic,loam
0.0,19.3,59.6,1275,4,60,2,2,32.4,7.2,15,47,4,1,89,30,zucchini,loam
19.4,28.1,60.2,363,2,250,5,2,38.0,0.8,10,263,2,1,11,38,olive,loam
0.0,22.6,57.4,1971,2,120,4,2,56.6,5.2,18,167,1,1,33,30,barley,loam
66.4,23.0,63.8,454,2,100,4,1,84.3,0.7,22,203,2,0,0,0,chickpea,sandy
63.8,5.0,73.8,519,3,80,3,2,43.3,0.4,1,345,3,0,0,0,fava_bean,loam
7.0,31.6,44.7,209,4,60,2,2,62.3,1.9,9,265,2,1,82,38,tomato,loam
80.1,19.4,63.6,1038,2,250,5,2,84.7,0.8,15,70,4,0,0,0,olive,loam
3.7,24.4,60.2,1933,3,80,3,2,65.7,10.6,21,270,3,1,58,25,fava_bean,loam
40.4,11.9,68.1,278,4,60,2,2,49.1,0.8,21,138,1,1,17,70,potato,loam
11.8,29.5,47.6,210,3,30,3,2,27.9,0.8,13,282,3,1,42,38,onion,loam
12.8,21.8,58.6,905,2,250,5,2,20.0,1.3,10,32,4,1,16,38,olive,loam
0.0,25.0,58.8,2487,4,25,2,2,60.4,19.4,10,313,3,1,90,25,strawberry,loam
0.0,19.9,65.6,2653,3,30,3,3,76.4,0.4,15,309,3,1,84,20,garlic,clay
0.0,40.1,42.6,659,3,140,3,2,21.7,1.3,11,214,2,1,50,32,wheat_soft,loam
67.8,15.8,69.2,540,3,80,3,1,44.1,0.3,18,53,4,0,0,0,fava_bean,sandy
0.0,22.3,53.5,2445,4,60,2,1,27.7,9.9,8,62,4,1,46,37,tomato,sandy
0.0,35.1,50.9,773,4,60,2,3,21.7,0.4,9,256,2,1,90,27,zucchini,clay
0.0,36.8,47.1,493,3,50,3,2,61.5,0.0,14,234,2,1,56,38,pepper_hot,loam
53.1,13.7,64.7,794,4,150,2,2,34.7,4.9,6,77,4,1,7,70,orange,loam
54.1,17.9,67.1,949,4,75,2,1,56.4,19.3,7,363,4,1,5,55,eggplant,sandy
0.0,15.8,67.4,2638,4,50,2,3,36.9,11.4,18,360,4,1,90,20,pepper_sweet,clay
0.0,27.6,61.5,1220,3,60,2,3,41.6,12.7,18,167,1,1,90,20,peas,clay
9.1,38.5,41.2,367,2,120,4,2,62.8,1.3,15,264,2,1,22,32,barley,loam
27.6,16.0,69.0,392,3,80,3,3,41.8,1.0,7,26,4,1,39,37,fava_bean,clay
0.0,28.3,45.8,758,4,75,2,2,74.9,1.4,16,139,1,1,89,26,eggplant,loam
8.4,33.4,42.0,1427,5,90,1,1,27.3,0.0,7,235,2,1,60,46,cucumber,sandy
15.7,32.9,47.8,274,2,250,5,3,48.2,1.1,16,206,2,1,21,27,olive,clay
0.0,25.0,61.8,947,4,25,2,2,69.4,15.8,9,294,3,1,90,25,strawberry,loam
53.1,17.1,62.6,256,2,100,4,2,58.0,7.0,7,304,3,0,0,0,chickpea,loam
53.5,20.0,59.4,937,2,250,5,2,35.8,5.3,22,219,2,0,0,0,olive,loam
0.0,33.0,43.3,1140,3,30,3,2,72.2,0.8,11,171,1,1,56,26,onion,loam
28.1,5.0,69.6,1314,4,60,2,2,46.0,2.6,23,18,4,1,34,52,tomato,loam
0.0,22.3,45.5,2444,3,80,3,1,29.7,1.7,10,364,4,1,29,46,fava_bean,sandy
58.3,5.5,84.3,264,2,120,4,1,21.7,0.2,0,90,1,0,0,0,barley,sandy
19.9,24.8,61.8,226,3,150,3,2,83.9,0.3,4,211,2,1,28,26,wheat_durum,loam
20.4,16.0,60.8,2750,3,40,3,2,24.7,5.0,6,316,3,1,24,52,turnip,loam
13.3,25.9,49.8,544,4,150,2,3,64.6,0.5,19,237,2,1,90,27,orange,clay
0.0,30.9,47.3,1866,4,60,2,2,58.8,7.7,12,165,1,1,81,30,potato,loam
0.0,33.0,40.0,854,3,30,3,2,24.4,0.3,17,194,2,1,64,38,onion,loam
14.4,14.5,70.8,391,4,60,2,1,45.3,1.5,17,360,4,1,37,46,tomato,sandy
0.0,34.3,46.0,694,3,150,3,3,46.4,7.0,16,191,2,1,75,22,wheat_durum,clay
10.3,24.8,50.0,734,2,250,5,2,42.3,0.6,13,114,1,1,18,38,olive,loam
30.7,25.6,59.5,173,4,150,2,1,65.4,1.1,18,244,2,1,21,63,melon,sandy
22.6,14.7,62.6,777,2,250,5,2,56.5,3.0,18,362,4,1,7,52,olive,loam
72.2,18.2,67.9,594,3,30,3,2,34.6,0.3,0,233,2,0,0,0,onion,loam
23.4,28.1,43.8,1019,3,40,3,2,67.7,0.1,6,221,2,1,22,52,turnip,loam
58.2,14.5,53.9,1057,4,150,2,2,35.2,0.0,19,70,4,1,5,70,orange,loam
0.0,15.0,67.4,2131,4,150,2,3,22.2,3.6,17,317,3,1,90,27,lemon,clay
0.0,37.2,39.7,333,3,80,3,2,39.9,1.2,11,122,1,1,56,38,fava_bean,loam
16.5,21.1,51.9,915,3,140,3,2,84.3,1.5,5,136,1,1,30,26,wheat_soft,loam
65.0,5.0,75.7,846,4,30,2,1,66.2,19.7,4,42,4,0,0,0,parsley,sandy
0.0,35.4,51.2,865,2,120,4,2,27.5,1.7,8,189,2,1,30,38,barley,loam
53.6,20.7,64.2,959,3,150,3,1,29.4,11.1,6,123,1,1,5,55,wheat_durum,sandy
11.1,31.0,44.2,466,4,30,2,1,53.7,0.5,15,124,1,1,36,46,parsley,sandy
0.0,34.6,41.0,2197,4,60,2,2,41.1,1.7,14,153,1,1,89,38,zucchini,loam
5.4,35.1,50.8,268,3,150,3,2,28.4,4.1,8,240,2,1,46,38,wheat_durum,loam
0.0,27.5,55.2,1031,4,25,2,2,74.9,0.3,17,131,1,1,90,26,strawberry,loam
42.0,32.8,48.8,136,3,150,3,2,33.6,3.0,14,262,2,0,0,0,wheat_durum,loam
23.0,18.6,56.3,1243,3,140,3,1,40.3,0.0,19,287,3,1,10,63,wheat_soft,sandy
33.3,12.6,71.3,1074,4,150,2,2,39.8,0.1,5,111,1,1,33,52,melon,loam
4.2,21.0,61.0,393,4,180,2,2,63.2,0.1,14,338,3,1,89,38,watermelon,loam
37.9,26.0,54.6,1975,2,120,4,1,81.8,4.6,7,308,3,1,5,59,barley,sandy
53.9,37.3,38.8,374,2,120,4,1,36.7,5.1,11,206,2,0,0,0,barley,sandy
28.7,10.6,83.2,749,4,50,2,1,32.6,1.5,19,336,3,1,19,63,cauliflower,sandy
8.0,24.0,66.2,923,3,40,3,1,44.9,2.9,15,112,1,1,22,46,turnip,sandy
15.1,15.4,75.1,991,4,75,2,2,42.5,0.4,7,311,3,1,70,38,eggplant,loam
0.0,35.3,48.1,802,2,120,4,2,73.8,0.8,14,220,2,1,32,27,barley,loam
30.7,20.1,63.0,340,3,30,3,2,35.7,1.0,8,296,3,1,16,52,onion,loam
0.0,38.6,41.1,510,3,50,2,3,57.1,5.3,12,187,2,1,90,20,cabbage,clay
0.0,44.7,31.4,367,3,40,3,2,43.3,10.0,14,221,2,1,56,26,turnip,loam
68.0,14.4,62.7,2445,4,150,2,1,31.0,6.9,6,44,4,1,5,68,lemon,sandy
76.0,10.5,69.4,522,3,150,3,2,58.8,1.1,19,349,3,0,0,0,wheat_durum,loam
0.0,24.0,59.3,1750,3,140,3,3,52.8,5.7,12,38,4,1,75,22,wheat_soft,clay
36.3,34.1,43.5,291,4,180,2,2,65.9,2.9,13,137,1,1,30,70,watermelon,loam
25.1,21.7,61.3,541,3,150,3,2,50.0,5.2,9,77,4,1,22,42,wheat_durum,loam
78.1,17.8,56.4,664,3,140,3,1,24.8,1.0,20,130,1,0,0,0,wheat_soft,sandy
0.0,39.2,38.3,640,2,120,4,2,29.9,0.8,16,225,2,1,29,32,barley,loam
49.6,19.1,58.8,120,4,300,3,2,61.5,6.8,1,189,2,1,5,56,date_palm,loam
40.7,37.0,50.4,635,2,120,4,1,68.4,1.9,16,233,2,0,0,0,barley,sandy
0.0,20.8,62.6,1297,3,80,3,1,52.9,0.9,18,312,3,1,32,46,fava_bean,sandy
0.0,29.5,63.2,1390,2,120,4,3,73.8,1.8,8,282,3,1,46,20,barley,clay
0.0,35.1,32.5,946,4,60,2,1,81.7,0.2,15,200,2,1,44,32,tomato,sandy
65.0,5.6,68.5,1562,3,80,3,2,27.9,1.8,1,56,4,0,0,0,fava_bean,loam
83.3,9.1,76.9,473,3,150,3,3,83.8,15.5,5,36,4,0,0,0,wheat_durum,clay
2.1,22.6,59.1,882,4,25,2,1,73.6,1.4,8,32,4,1,44,32,strawberry,sandy
27.2,24.4,69.7,1269,5,90,1,2,80.7,6.8,4,270,3,1,79,29,cucumber,loam
0.0,23.0,64.2,2080,4,50,2,2,50.2,1.2,18,278,3,1,90,38,pepper_sweet,loam
0.0,22.3,64.2,1601,2,250,5,2,53.6,2.3,13,17,4,1,25,38,olive,loam
0.0,21.8,62.1,1180,4,25,2,3,44.9,0.7,16,105,1,1,90,27,strawberry,clay
6.6,13.7,76.8,1239,4,180,2,2,75.6,0.3,7,52,4,1,90,26,watermelon,loam
0.0,25.4,56.0,830,4,60,2,3,44.7,6.9,10,108,1,1,90,22,potato,clay
22.7,10.9,65.7,1051,4,30,2,1,22.2,2.0,18,19,4,1,22,63,parsley,sandy
0.0,31.2,40.6,490,4,150,2,2,49.1,1.4,17,213,2,1,90,38,melon,loam
4.3,38.1,42.5,291,4,150,2,1,81.4,18.8,14,194,2,1,40,20,orange,sandy
73.3,23.3,63.3,545,2,120,4,2,52.2,0.9,9,73,4,0,0,0,barley,loam
36.7,11.7,69.7,2550,3,30,3,1,24.3,2.1,17,9,4,1,6,85,garlic,sandy
21.2,23.6,52.7,1036,3,40,3,1,41.5,1.1,9,32,4,1,12,63,carrot,sandy
0.0,43.4,37.2,1113,3,80,3,1,21.1,1.9,10,219,2,1,29,39,fava_bean,sandy
37.7,12.2,77.2,1224,4,25,1,2,52.9,1.8,19,84,1,1,27,70,lettuce,loam
0.6,28.6,48.1,226,4,150,2,3,21.9,0.4,9,257,2,1,90,27,lemon,clay
0.0,28.9,50.1,404,5,90,1,2,70.1,1.1,11,115,1,1,90,26,cucumber,loam
44.3,26.0,62.1,160,4,50,2,2,32.6,1.5,6,257,2,1,11,70,pepper_sweet,loam
0.0,23.2,57.5,2393,3,30,2,2,83.0,1.7,11,341,3,1,61,26,coriander,loam
8.3,27.4,58.4,672,3,80,3,2,82.4,1.2,17,268,3,1,53,26,fava_bean,loam
21.0,13.9,59.5,728,5,90,1,1,38.4,3.1,8,48,4,1,34,63,cucumber,sandy
0.0,26.2,51.3,2070,3,80,3,1,32.6,2.2,11,100,1,1,28,46,fava_bean,sandy
12.0,13.9,74.4,1003,3,30,3,3,27.1,0.2,7,351,3,1,65,27,onion,clay
0.0,33.5,50.8,932,3,50,3,1,83.8,0.8,14,249,2,1,28,32,pepper_hot,sandy
0.0,19.7,50.1,2810,3,50,3,1,65.7,0.5,8,43,4,1,29,46,pepper_hot,sandy
29.0,21.6,58.0,1147,3,140,3,2,67.2,0.2,11,335,3,1,12,52,wheat_soft,loam
0.0,19.8,62.7,935,4,30,2,3,80.9,1.6,16,59,4,1,90,20,parsley,clay
0.0,32.3,44.8,458,3,140,3,2,22.1,0.5,11,132,1,1,50,38,wheat_soft,loam
6.4,35.8,45.4,229,3,150,3,2,75.8,1.2,11,268,3,1,42,26,wheat_durum,loam
0.0,43.0,36.0,324,3,140,3,2,40.9,8.8,10,237,2,1,51,26,wheat_soft,loam
12.4,20.2,56.5,482,4,60,2,2,26.8,1.2,2,156,1,1,70,38,tomato,loam
26.5,19.9,61.2,943,4,50,2,1,59.7,14.7,12,339,3,1,21,41,pepper_sweet,sandy
7.3,9.7,83.0,1325,4,300,3,3,58.9,4.9,6,20,4,1,90,27,date_palm,clay
60.7,18.3,63.1,192,2,100,4,2,57.9,2.0,2,208,2,0,0,0,chickpea,loam
35.4,22.5,61.4,515,3,150,3,2,78.8,4.4,7,121,1,1,11,49,wheat_durum,loam
59.9,24.5,62.1,457,2,250,5,2,54.1,0.4,15,318,3,0,0,0,olive,loam
0.0,36.0,58.1,771,4,150,2,1,75.0,1.4,14,195,2,1,44,32,lemon,sandy
100.0,20.8,57.2,650,3,40,3,1,78.6,1.9,8,308,3,0,0,0,carrot,sandy
18.9,35.3,46.5,103,4,30,2,3,30.5,0.6,16,180,2,1,90,27,parsley,clay
20.8,25.2,49.3,329,3,150,3,3,84.5,2.2,2,202,2,1,40,26,wheat_durum,clay
71.9,5.4,83.5,2228,3,50,3,2,62.7,7.3,1,59,4,0,0,0,pepper_hot,loam
42.7,14.0,77.8,921,3,30,2,1,59.4,6.5,0,271,3,1,5,68,coriander,sandy
25.7,7.8,65.4,1561,3,140,3,2,46.7,0.4,4,97,1,1,15,52,wheat_soft,loam
0.0,22.6,59.5,2319,3,150,3,2,20.2,1.4,10,38,4,1,51,38,wheat_durum,loam
0.0,15.4,65.4,1259,4,50,2,2,56.0,3.1,14,34,4,1,81,38,pepper_sweet,loam
61.4,17.8,70.4,1178,5,90,1,1,43.8,2.0,21,174,2,1,6,85,cucumber,sandy
0.0,19.6,66.4,2383,3,150,3,2,46.4,1.7,6,302,3,1,51,38,wheat_durum,loam
0.0,32.6,45.6,423,4,60,2,3,41.2,0.1,8,202,2,1,90,27,potato,clay
0.0,25.7,62.7,2742,3,150,3,2,62.8,1.7,13,5,4,1,50,38,wheat_durum,loam
0.0,22.5,58.9,868,5,40,1,3,57.5,0.5,19,170,1,1,90,27,mint,clay
26.0,29.1,59.6,286,4,50,2,2,70.5,6.9,15,277,3,1,50,29,cauliflower,loam
0.0,25.8,58.8,1375,4,150,2,3,55.9,0.2,10,306,3,1,90,27,lemon,clay
0.0,25.1,54.1,2183,2,120,4,1,72.6,2.0,9,4,4,1,15,32,barley,sandy
2.9,26.6,58.3,211,3,40,3,3,35.5,1.4,15,310,3,1,78,27,turnip,clay
52.1,21.4,56.8,1269,2,250,5,1,75.3,0.1,2,204,2,0,0,0,olive,sandy
72.9,9.4,86.6,1007,2,120,4,3,24.9,1.5,2,292,3,0,0,0,barley,clay
0.0,33.7,43.8,1356,3,50,2,1,33.9,1.8,12,284,3,1,30,46,cabbage,sandy
52.1,10.2,71.6,2129,2,120,4,1,38.5,1.8,3,306,3,0,0,0,barley,sandy
21.6,18.6,60.8,865,4,180,2,1,48.1,1.1,23,191,2,1,23,63,watermelon,sandy
33.4,29.1,44.0,110,4,60,2,2,58.5,0.5,18,177,2,1,32,52,tomato,loam
63.4,20.1,54.7,333,3,60,2,1,55.2,1.6,7,311,3,0,0,0,peas,sandy
0.0,20.2,62.6,2051,4,50,2,2,55.7,1.6,14,347,3,1,81,38,pepper_sweet,loam
0.0,25.8,52.2,1041,2,250,5,2,37.5,1.0,12,44,4,1,25,38,olive,loam
0.0,32.9,47.8,624,3,30,3,2,22.7,11.8,9,202,2,1,58,25,onion,loam
0.0,26.8,60.5,1305,4,150,2,3,48.0,1.9,15,299,3,1,90,27,lemon,clay
0.0,26.6,54.6,1758,3,30,2,1,81.3,1.5,15,172,1,1,30,32,coriander,sandy
31.5,29.6,51.3,463,3,30,3,2,20.5,0.7,14,311,3,1,14,52,onion,loam
0.0,30.3,46.1,523,4,180,2,2,49.4,0.2,9,252,2,1,90,38,watermelon,loam
0.0,29.2,54.3,2610,4,150,2,1,35.2,1.0,12,133,1,1,44,46,lemon,sandy
0.0,30.0,53.0,458,3,140,3,3,68.6,5.7,14,283,3,1,75,22,wheat_soft,clay
19.8,17.3,60.0,1035,4,25,2,2,25.4,1.6,16,5,4,1,58,38,strawberry,loam
28.1,5.0,67.8,1281,4,180,2,2,57.8,4.9,1,44,4,1,39,52,watermelon,loam
36.5,12.9,67.0,670,2,120,4,2,30.8,5.2,19,125,1,1,5,56,barley,loam
0.0,22.6,60.4,1360,5,90,1,3,74.4,1.7,17,114,1,1,90,20,cucumber,clay
48.8,24.0,54.4,265,3,50,3,2,71.0,2.7,14,99,1,0,0,0,pepper_hot,loam
14.2,29.5,60.2,288,3,80,3,2,36.4,0.3,13,330,3,1,39,38,fava_bean,loam
5.6,25.5,51.5,487,2,250,5,2,36.7,3.9,12,31,4,1,21,38,olive,loam
40.4,30.3,51.1,746,4,60,2,1,67.9,0.9,11,97,1,1,7,85,potato,sandy
29.3,21.7,60.8,516,2,250,5,3,56.3,0.1,13,39,4,0,0,0,olive,clay
13.1,12.1,70.5,624,4,50,2,3,69.4,2.3,5,112,1,1,90,27,pepper_sweet,clay
37.7,5.0,75.9,605,3,60,2,2,29.6,0.8,22,350,3,1,13,70,peas,loam
48.7,25.6,62.2,436,3,30,3,2,24.0,1.8,10,312,3,1,5,70,onion,loam
79.8,5.4,74.1,1603,4,60,2,1,46.4,16.3,6,32,4,0,0,0,tomato,sandy
52.1,15.0,68.2,1239,3,30,3,1,49.6,7.4,17,355,3,1,5,68,onion,sandy
74.3,29.5,47.1,474,5,90,1,1,36.0,0.2,12,349,3,0,0,0,cucumber,sandy
75.7,8.6,74.8,776,4,75,2,1,23.4,15.7,6,4,4,0,0,0,eggplant,sandy
18.6,20.5,56.3,1100,4,50,2,1,47.9,0.4,15,21,4,1,26,46,pepper_sweet,sandy
29.6,13.2,67.8,2412,2,250,5,1,45.7,0.8,18,81,1,1,5,63,olive,sandy
47.0,32.6,44.2,197,2,120,4,2,45.0,0.5,18,220,2,0,0,0,barley,loam
59.1,30.7,54.5,232,3,80,3,1,84.6,0.5,16,182,2,0,0,0,fava_bean,sandy
18.7,39.1,37.4,214,4,150,2,1,44.8,1.4,11,177,2,1,30,39,orange,sandy
40.0,7.9,69.1,1342,4,180,2,3,83.2,3.8,19,9,4,1,62,35,watermelon,clay
0.0,23.4,58.5,1203,4,25,2,3,68.9,0.3,14,53,4,1,90,27,strawberry,clay
70.9,26.9,64.6,400,4,60,2,1,21.6,6.0,6,258,2,0,0,0,potato,sandy
58.1,24.8,52.0,557,2,250,5,2,64.9,1.5,17,130,1,0,0,0,olive,loam
55.9,32.6,49.8,437,4,150,2,1,75.6,1.0,6,203,2,1,5,59,orange,sandy
0.0,14.6,78.1,949,2,100,4,3,29.0,0.2,16,16,4,1,44,27,chickpea,clay
26.2,13.8,50.1,486,3,150,3,1,40.3,4.4,17,55,4,1,8,63,wheat_durum,sandy
0.0,16.9,69.4,954,4,180,2,3,75.8,1.6,8,38,4,1,90,20,watermelon,clay
19.8,26.9,54.1,288,2,100,4,3,75.1,1.4,10,327,3,1,22,20,chickpea,clay
45.1,30.0,51.8,222,4,60,2,3,53.6,1.2,19,268,3,1,18,50,potato,clay
41.9,19.2,58.6,285,4,25,2,2,26.6,3.5,9,49,4,1,20,70,strawberry,loam
71.0,40.1,40.0,130,3,140,3,1,62.7,6.2,14,262,2,0,0,0,wheat_soft,sandy
0.0,34.8,43.6,1314,4,300,3,2,78.1,6.1,13,150,1,1,74,21,date_palm,loam
71.8,7.3,66.1,608,2,120,4,2,59.0,0.8,5,31,4,0,0,0,barley,loam
0.0,26.0,52.1,1326,2,100,4,3,55.9,4.7,14,110,1,1,44,27,chickpea,clay
100.0,26.2,56.2,1338,3,80,3,1,41.3,5.4,12,320,3,0,0,0,fava_bean,sandy
42.8,21.2,57.9,2834,2,100,4,1,29.9,3.6,7,301,3,1,5,85,chickpea,sandy
0.0,34.1,53.3,872,4,60,2,2,67.3,4.1,14,293,3,1,81,38,potato,loam
6.5,32.1,54.0,1720,4,150,2,1,81.3,13.1,6,266,3,1,44,21,melon,sandy
0.0,32.5,47.0,2078,4,150,2,1,73.0,0.1,15,282,3,1,47,32,melon,sandy
0.0,31.7,51.3,2211,4,150,2,1,50.7,1.2,14,159,1,1,47,46,melon,sandy
23.3,31.5,52.5,178,2,100,4,2,56.0,2.5,18,234,2,1,10,52,chickpea,loam
0.0,19.7,64.7,2243,4,150,2,1,59.0,5.1,8,324,3,1,50,37,melon,sandy
53.0,21.8,68.4,777,3,140,3,1,41.2,1.3,2,226,2,0,0,0,wheat_soft,sandy
0.0,24.6,49.5,1462,2,100,4,2,20.5,7.2,16,142,1,1,29,30,chickpea,loam
0.0,38.8,42.5,518,4,180,2,2,77.2,0.0,16,263,2,1,90,22,watermelon,loam
48.5,7.4,72.3,2676,4,50,2,2,23.5,1.9,0,303,3,1,6,70,pepper_sweet,loam
0.0,41.2,32.5,1198,4,150,2,2,29.5,1.1,10,240,2,1,90,32,melon,loam
62.2,35.7,41.8,81,3,30,3,2,76.6,2.5,11,192,2,0,0,0,onion,loam
0.0,37.0,41.1,1284,3,80,3,2,83.8,1.4,14,160,1,1,56,26,fava_bean,loam
0.0,19.4,68.3,1796,3,30,2,2,52.0,1.6,0,269,3,1,61,38,coriander,loam
0.0,23.5,61.2,725,2,250,5,3,34.4,4.9,17,315,3,1,44,27,olive,clay
22.2,20.6,58.4,2285,4,60,2,1,59.2,1.5,7,119,1,1,18,63,potato,sandy
98.8,14.7,56.6,815,5,40,1,1,51.5,6.7,14,21,4,0,0,0,mint,sandy
0.0,30.6,46.7,301,4,150,2,2,39.8,0.6,15,139,1,1,90,38,melon,loam
0.0,22.0,64.9,1969,3,30,3,2,79.5,0.7,14,72,4,1,56,26,onion,loam
36.5,5.0,76.3,379,4,60,2,2,78.5,8.7,2,60,4,1,26,39,potato,loam
21.0,23.4,58.8,797,3,60,2,2,62.7,0.6,11,32,4,1,27,52,peas,loam
0.0,29.8,45.6,627,3,80,3,3,23.1,18.7,10,119,1,1,88,20,fava_bean,clay
0.0,29.7,47.9,1360,4,60,2,1,64.1,0.9,12,276,3,1,44,46,zucchini,sandy
61.9,30.1,51.5,507,4,150,2,2,81.2,0.9,12,283,3,0,0,0,melon,loam
0.0,32.7,49.0,1015,2,250,5,3,71.1,1.6,10,265,2,1,40,20,olive,clay
16.1,13.0,66.6,1505,3,140,3,1,53.2,1.6,22,124,1,1,15,46,wheat_soft,sandy
0.0,20.7,65.6,1278,3,80,3,3,41.8,3.3,13,363,4,1,84,27,fava_bean,clay
25.2,28.1,56.4,74,5,90,1,3,24.1,0.6,6,194,2,0,0,0,cucumber,clay
0.0,28.4,52.8,2229,3,30,3,2,42.8,0.1,10,146,1,1,58,38,onion,loam
58.3,24.9,49.9,973,4,180,2,1,71.0,11.8,10,347,3,1,7,38,watermelon,sandy
24.2,42.9,34.7,408,4,25,1,1,21.9,1.5,12,183,2,1,19,54,lettuce,sandy
0.0,34.5,37.0,284,5,90,1,2,61.5,4.3,9,173,2,1,90,38,cucumber,loam
0.0,13.5,67.8,2647,3,30,3,3,70.1,0.5,7,77,4,1,88,20,onion,clay
0.0,29.8,44.8,1647,2,250,5,2,63.4,7.6,10,105,1,1,26,30,olive,loam
6.5,31.8,45.2,178,3,30,3,2,82.6,7.4,8,235,2,1,50,21,onion,loam
72.7,5.0,76.9,357,4,30,2,2,26.3,9.4,23,85,1,0,0,0,parsley,loam
20.9,25.1,58.4,383,3,60,2,2,41.6,10.5,19,241,2,1,43,34,peas,loam
28.1,25.4,60.5,1202,3,140,3,1,45.4,0.4,18,178,2,1,7,63,wheat_soft,sandy
0.0,34.0,46.9,893,4,150,2,2,62.7,1.8,8,193,2,1,90,38,melon,loam
0.0,31.1,56.8,2147,3,40,3,1,52.2,1.5,9,159,1,1,29,46,turnip,sandy
38.2,17.9,61.5,883,4,50,2,2,68.4,1.5,7,316,3,1,18,70,pepper_sweet,loam
0.0,30.8,57.4,1239,4,60,2,2,25.3,19.2,7,180,2,1,90,25,tomato,loam
65.8,17.8,63.7,569,4,60,2,1,49.7,6.3,7,64,4,0,0,0,tomato,sandy
0.0,23.0,54.0,801,4,60,2,2,27.2,6.3,15,43,4,1,81,30,potato,loam
50.8,33.5,46.8,161,4,300,3,3,69.7,5.5,7,186,2,0,0,0,date_palm,clay
0.0,30.4,43.9,1362,3,150,3,3,83.5,0.8,10,141,1,1,78,20,wheat_durum,clay
0.0,42.9,38.1,681,3,40,3,2,46.7,5.7,14,215,2,1,59,29,carrot,loam
0.0,33.6,42.5,1308,5,90,1,2,81.9,1.3,15,224,2,1,90,26,cucumber,loam
0.0,29.3,58.1,641,5,90,1,3,22.3,1.8,20,213,2,1,90,27,cucumber,clay
0.0,37.4,45.0,384,3,80,3,2,56.9,3.7,8,181,2,1,58,38,fava_bean,loam
29.1,27.2,51.2,264,4,60,2,2,61.2,12.9,12,52,4,1,44,34,zucchini,loam
0.0,22.2,52.1,1524,4,60,2,2,34.9,0.4,9,333,3,1,90,38,tomato,loam
0.0,35.4,55.3,1939,5,40,1,2,25.5,1.8,13,268,3,1,90,38,mint,loam
6.6,33.2,51.7,387,2,250,5,3,62.2,11.1,12,249,2,1,30,20,olive,clay
44.5,14.6,77.7,1434,3,140,3,1,79.1,1.2,6,316,3,1,5,59,wheat_soft,sandy
26.6,26.7,61.0,285,3,30,3,2,48.3,6.0,20,228,2,1,29,42,onion,loam
18.6,12.1,71.7,1246,5,90,1,3,82.7,1.1,1,275,3,1,90,20,cucumber,clay
0.0,23.1,66.2,2180,3,30,3,3,20.4,11.9,6,172,1,1,88,20,garlic,clay
0.0,37.7,43.2,632,3,140,3,2,27.2,1.7,11,202,2,1,50,38,wheat_soft,loam
60.5,29.4,41.3,265,4,180,2,1,71.4,1.3,12,111,1,0,0,0,watermelon,sandy
19.1,24.6,53.5,771,4,60,2,2,78.6,0.6,15,304,3,1,60,26,tomato,loam
14.5,26.3,53.3,380,3,30,3,3,51.6,0.9,19,185,2,1,67,27,onion,clay
